V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Number of hours out of home on an average weekday_codelist,Number of hours out of home on an average weekday,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
27.64873575,9.717046234,387,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault,,45-54,,Male
3.788596426,1.977168475,625,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault,,55-64,,Male
19.26328312,6.929368914,1402,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault,,55-64,,Male
4.335509348,3.059275381,685,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault,,55-64,,Male
14.4223412,6.2477745,1003,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault,,65-74,,Male
3.594144894,3.599548444,329,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault,,65-74,,Male
6.01321771,2.60417714,1361,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault,,65-74,,Male
3.071418263,2.185881652,516,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault,,75+,,Male
0,0,54,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault,,75+,,Male
2.144045124,1.329342927,1327,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault,,75+,,Male
35.29111922,13.08666896,752,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,16-24,,All adults
21.52127233,4.284469816,1554,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,16-24,,All adults
30.60799241,20.01578296,280,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,16-24,,All adults
13.54978409,2.401016074,9317,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,16+,,All adults
17.79759881,1.697700726,15372,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,16+,,All adults
8.139597391,1.556387589,10594,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,16+,,All adults
14.25042322,5.820632284,1099,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,25-34,,All adults
18.80057747,3.455907041,3398,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,25-34,,All adults
15.04454668,5.520633761,798,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,25-34,,All adults
14.72620603,4.416975103,1285,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,35-44,,All adults
14.97014273,3.201921842,3547,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,35-44,,All adults
13.51049826,6.338137075,965,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,35-44,,All adults
12.16710977,3.939395451,1341,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,45-54,,All adults
19.7608576,4.117578025,3859,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,45-54,,All adults
20.78649216,7.336577671,973,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,45-54,,All adults
3.964779346,1.478380654,1612,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,55-64,,All adults
15.48158592,4.835237326,2407,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,55-64,,All adults
4.939812988,2.074416115,1616,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,55-64,,All adults
9.241203895,3.249078926,2121,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,65-74,,All adults
2.279230869,2.276902047,513,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,65-74,,All adults
3.035141583,1.418174463,2920,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,65-74,,All adults
1.971137982,1.14788725,1107,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,75+,,All adults
0,0,94,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,75+,,All adults
1.462395031,0.691564515,3042,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,75+,,All adults
2.700636512,2.699629941,415,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,16-24,,Female
12.46657928,4.455930526,770,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,16-24,,Female
43.50700718,34.28293217,177,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,16-24,,Female
8.032915533,1.623565672,5788,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,16+,,Female
11.95119319,2.046254637,6845,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,16+,,Female
8.599310546,2.183001241,6268,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,16+,,Female
15.64137604,7.758268043,813,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,25-34,,Female
10.57273135,2.820812165,1582,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,25-34,,Female
15.1482426,5.387759774,642,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,25-34,,Female
17.84837105,5.790067116,952,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,35-44,,Female
7.097086372,2.376295668,1509,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,35-44,,Female
8.171119367,4.885413025,658,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,35-44,,Female
5.917269163,2.598731649,912,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,45-54,,Female
17.82344723,6.377808686,1755,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,45-54,,Female
20.24423877,10.76133476,586,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,45-54,,Female
4.075688186,2.063614923,987,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,55-64,,Female
12.36386013,6.220812476,1005,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,55-64,,Female
7.609358477,3.458702462,931,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,55-64,,Female
5.667314616,2.687737685,1118,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,65-74,,Female
0,0,184,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,65-74,,Female
2.730537567,2.271337225,1559,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,65-74,,Female
1.073258444,1.074016291,591,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,75+,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,75+,,Female
0.957830907,0.691584346,1715,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,75+,,Female
68.93033249,26.36145507,337,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,16-24,,Male
29.58712787,7.092523886,784,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,16-24,,Male
15.05364269,15.03629745,103,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,16-24,,Male
21.9773866,5.532727413,3529,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,16+,,Male
21.94893267,2.522406964,8527,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,16+,,Male
7.471394396,2.066838846,4326,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,16+,,Male
11.65266441,8.2847299,286,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,25-34,,Male
24.42095746,5.502476165,1816,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,25-34,,Male
14.747897,14.74959415,156,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,25-34,,Male
6.718714851,5.230754386,333,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,35-44,,Male
19.97098012,5.011163382,2038,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,35-44,,Male
23.7948281,15.95239246,307,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,35-44,,Male
25.39209359,10.95672626,429,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,45-54,,Male
21.20678513,5.438580079,2104,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,45-54,,Male
21.60221289,8.721807709,387,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,45-54,,Male
3.788596426,1.977168475,625,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,55-64,,Male
17.46025028,6.804838477,1402,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,55-64,,Male
1.11087996,1.11119713,685,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,55-64,,Male
13.20765848,6.178157482,1003,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,65-74,,Male
3.594144894,3.599548444,329,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,65-74,,Male
3.389178533,1.640016527,1361,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,65-74,,Male
3.071418263,2.185881652,516,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Common assault with no injury,,75+,,Male
0,0,54,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Common assault with no injury,,75+,,Male
2.144045124,1.329342927,1327,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Common assault with no injury,,75+,,Male
6.92018536,2.702356032,752,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,16-24,,All adults
8.952615944,3.31904858,1554,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,16-24,,All adults
27.53313538,25.98489525,280,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,16-24,,All adults
4.122182555,0.846269813,9317,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,16+,,All adults
5.578604862,1.060659078,15372,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,16+,,All adults
6.061196957,1.654207476,10594,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,16+,,All adults
10.83591917,4.193777103,1099,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,25-34,,All adults
4.121524828,1.356714033,3398,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,25-34,,All adults
14.83836749,5.759826872,798,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,25-34,,All adults
3.402710127,2.4186513,1285,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,35-44,,All adults
3.908719563,1.455963466,3547,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,35-44,,All adults
7.362721622,3.960352674,965,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,35-44,,All adults
6.178092191,2.232139548,1341,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,45-54,,All adults
9.527231376,3.466196661,3859,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,45-54,,All adults
12.60378321,6.748836449,973,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,45-54,,All adults
0,0,1612,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,55-64,,All adults
0.513073681,0.362894242,2407,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,55-64,,All adults
5.716593711,2.979990158,1616,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,55-64,,All adults
1.483976587,1.177839038,2121,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,65-74,,All adults
0.733318288,0.733788807,513,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,65-74,,All adults
2.180622415,1.325801858,2920,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,65-74,,All adults
0,0,1107,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,94,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,3042,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,75+,,All adults
6.870608356,3.317615451,415,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,16-24,,Female
11.01382915,5.040566168,770,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,16-24,,Female
50.36599733,47.39256572,177,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,16-24,,Female
4.925673618,1.232831942,5788,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,16+,,Female
9.073671257,2.196583379,6845,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,16+,,Female
8.759965637,2.671081261,6268,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,16+,,Female
14.77416525,6.272843325,813,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,25-34,,Female
7.171951168,3.035311222,1582,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,25-34,,Female
20.0252205,7.758037619,642,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,25-34,,Female
4.338207951,3.337385923,952,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,35-44,,Female
7.010062724,3.359435273,1509,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,35-44,,Female
4.027969744,2.255579594,658,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,35-44,,Female
4.90315034,2.538829282,912,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,45-54,,Female
16.12056844,7.385019374,1755,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,45-54,,Female
15.9684468,10.05153305,586,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,45-54,,Female
0,0,987,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,55-64,,Female
0.637143933,0.636933015,1005,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,55-64,,Female
9.702222824,5.049776329,931,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,55-64,,Female
2.821082028,2.240301632,1118,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,65-74,,Female
2.004429287,2.007727525,184,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,65-74,,Female
3.31807492,2.351101356,1559,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,65-74,,Female
0,0,591,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,75+,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,75+,,Female
0,0,1715,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,75+,,Female
6.971357704,4.27266994,337,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,16-24,,Male
7.116502028,4.379340232,784,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,16-24,,Male
0,0,103,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,16-24,,Male
2.894764639,1.027411557,3529,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,16+,,Male
3.096877039,0.935010725,8527,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,16+,,Male
2.138478425,1.190385455,4326,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,16+,,Male
3.480807359,2.689514039,286,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,25-34,,Male
2.037801468,0.951768801,1816,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,25-34,,Male
0,0,156,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,25-34,,Male
1.003416518,1.002924432,333,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,35-44,,Male
1.938796812,1.057404015,2038,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,35-44,,Male
13.78588224,10.73295363,307,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,35-44,,Male
8.87593465,4.407173206,429,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,45-54,,Male
4.606493992,2.484737751,2104,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,45-54,,Male
7.542264189,7.546171242,387,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,45-54,,Male
0,0,625,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,55-64,,Male
0.434332508,0.434258182,1402,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,685,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,1003,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,329,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,65-74,,Male
0.858577415,0.858612247,1361,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,516,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Domestic violence,,75+,,Male
0,0,54,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Domestic violence,,75+,,Male
0,0,1327,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Domestic violence,,75+,,Male
5.358139601,2.237957114,752,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,16-24,,All adults
8.637652933,2.400789239,1554,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,16-24,,All adults
5.44963101,3.345032977,280,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,16-24,,All adults
3.641887423,0.761884637,9317,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,16+,,All adults
4.684426307,0.92804217,15372,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,16+,,All adults
1.814780596,0.432065599,10594,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,16+,,All adults
2.333000947,1.130591003,1099,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,25-34,,All adults
3.252132682,1.024694548,3398,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,25-34,,All adults
5.199983509,2.908623778,798,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,25-34,,All adults
5.35270838,2.183998475,1285,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,35-44,,All adults
4.780087497,1.950718166,3547,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,35-44,,All adults
1.10373884,1.103267557,965,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,35-44,,All adults
5.482876094,2.846826132,1341,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,45-54,,All adults
5.851778624,2.847089939,3859,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,45-54,,All adults
4.305006787,2.134243611,973,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,45-54,,All adults
4.079273616,2.343443308,1612,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,55-64,,All adults
0.683269165,0.53466183,2407,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,55-64,,All adults
1.359617593,0.79016416,1616,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,55-64,,All adults
1.350958767,1.10114965,2121,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,65-74,,All adults
1.288329388,1.288332457,513,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,65-74,,All adults
0.650174708,0.385204179,2920,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,65-74,,All adults
1.051726897,0.798620354,1107,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,75+,,All adults
0,0,94,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,75+,,All adults
0.669811943,0.39242907,3042,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,75+,,All adults
5.537709946,3.429894592,415,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,16-24,,Female
5.972984225,2.894617447,770,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,16-24,,Female
5.469726898,4.119325342,177,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,16-24,,Female
2.691001548,0.772038293,5788,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,16+,,Female
3.523579956,1.093483526,6845,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,16+,,Female
2.260743615,0.65543406,6268,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,16+,,Female
2.528908456,1.379069543,813,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,25-34,,Female
2.007820222,0.991808908,1582,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,25-34,,Female
6.450576655,3.880497027,642,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,25-34,,Female
2.82844084,1.720702259,952,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,35-44,,Female
8.954796438,4.669140579,1509,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,35-44,,Female
1.676773735,1.67566531,658,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,35-44,,Female
3.331731198,2.723239135,912,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,45-54,,Female
0.801452636,0.579785726,1755,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,45-54,,Female
5.016508992,3.210284228,586,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,45-54,,Female
2.592483298,1.535054831,987,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,55-64,,Female
0,0,1005,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,55-64,,Female
1.547621659,1.103955137,931,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,55-64,,Female
0.546170842,0.546738485,1118,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,65-74,,Female
0,0,184,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,65-74,,Female
0.751192211,0.549837545,1559,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,65-74,,Female
1.328213389,1.32717794,591,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,75+,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,75+,,Female
0.755519109,0.545283929,1715,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,75+,,Female
5.172790853,2.87018402,337,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,16-24,,Male
11.01132068,3.71704256,784,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,16-24,,Male
5.42539827,5.429835071,103,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,16-24,,Male
5.094466565,1.525424286,3529,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,16+,,Male
5.508703836,1.344802561,8527,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,16+,,Male
1.166563721,0.464283842,4326,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Mugging,,16+,,Male
1.967121924,1.968136338,286,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Mugging,,25-34,,Male
4.102113193,1.586455416,1816,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Mugging,,25-34,,Male
