V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Long-standing illness or disability _codelist,Long-standing illness or disability ,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
5.384506187,4.025935537,407,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
7.267301439,5.434037785,306,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
2.732312749,1.049491529,2633,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
0.0,0.0,100,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
7.794520887000001,5.637184044,481,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
9.966732483,7.195991375,380,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
3.344200831,1.699489106,2639,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0.0,0.0,101,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
8.072837332999999,4.007864042,751,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
9.62934043,5.0000736230000005,601,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0.42518874,0.305659537,2505,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
1.985587413,1.990203754,150,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
5.351447277,3.395326142,841,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
6.63148262,4.204069219,687,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
1.053314355,0.802754821,2091,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0.0,0.0,153,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
1.075050482,1.074870959,965,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
1.326927262,1.326689725,786,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0.5306580089999999,0.39507483,1907,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0.0,0.0,178,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0.8439096229999999,0.8437782970000001,1126,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0.959620091,0.95936446,989,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0.640276286,0.640721616,1223,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0.0,0.0,136,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
18.19901141,12.77702566,133,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
29.13322125,20.30931907,87,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
6.873522314,2.962064283,1092,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
0.0,0.0,46,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
3.349826536,1.287638178,3797,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
3.637616142,1.486424587,2871,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
2.9620252060000003,0.696753148,12597,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
2.576551219,2.575366194,923,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
2.97257901,2.975224072,199,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
4.533489898,4.533361972,133,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
3.297639359,1.55210868,2064,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0.0,0.0,66,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
1.306911512,1.307793974,358,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
1.827600721,1.829050321,260,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
2.642377425,1.870472805,2320,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0.0,0.0,98,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
5.487592899,4.467254494,578,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
1.5965945030000002,1.598823909,433,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
2.64165998,1.048336712,2348,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
16.40190519,16.34246253,144,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
2.292813095,1.363903961,749,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
3.0364427160000003,1.806709827,581,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
1.811999949,1.3947554269999998,1959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0.0,0.0,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
1.7165166,1.71498957,909,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
2.266355279,2.263347976,697,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0.6787888000000001,0.678573517,1791,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0.0,0.0,212,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0.0,0.0,871,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0.0,0.0,680,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0.0,0.0,1023,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0.0,0.0,191,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0.0,0.0,317,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,16-24,,All adults
0.0,0.0,231,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,16-24,,All adults
11.58621217,2.529486308,2267,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,16-24,,All adults
0.0,0.0,86,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,16-24,,All adults
3.688976032,0.69669262,8552,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,16+,,All adults
4.0218593139999985,0.827605225,6764,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,16+,,All adults
4.302093823,0.531297929,26770,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,16+,,All adults
2.559250302,1.209573978,1781,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,16+,,All adults
10.44491582,4.018737666,606,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,25-34,,All adults
9.594625764,4.060310817,439,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,25-34,,All adults
4.410811212,1.112226941,4697,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,25-34,,All adults
12.56934121,9.615941022000001,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,25-34,,All adults
7.233224149,3.304575738,839,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,35-44,,All adults
8.572830673,4.261171508,640,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,35-44,,All adults
3.148214502,1.258912076,4959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,35-44,,All adults
3.1890519860000004,3.190246027,199,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,35-44,,All adults
1.924438117,0.960770134,1329,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,45-54,,All adults
1.835236961,1.061394869,1034,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,45-54,,All adults
2.7554733810000003,0.8740183159999999,4853,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,45-54,,All adults
2.227205539,2.227164385,294,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,45-54,,All adults
2.86354973,1.660521411,1590,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,55-64,,All adults
3.660181652,2.122024146,1268,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,55-64,,All adults
1.221602826,0.6035976989999999,4050,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,55-64,,All adults
0.0,0.0,319,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,55-64,,All adults
3.449209907,1.369750566,1874,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,65-74,,All adults
3.641020663,1.64309522,1483,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,65-74,,All adults
3.679631033,1.096942914,3698,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,65-74,,All adults
2.765444684,2.146800427,390,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,65-74,,All adults
2.942190524,1.3724691269999998,1997,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,75+,,All adults
3.553530883,1.656573929,1669,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,75+,,All adults
2.027686874,0.8603920629999999,2246,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,75+,,All adults
0.0,0.0,327,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,75+,,All adults
0.0,0.0,184,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,16-24,,Female
0.0,0.0,144,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,16-24,,Female
16.65383413,4.299445896,1175,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,16-24,,Female
0.0,0.0,40,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,16-24,,Female
4.684966081000001,0.999106262,4755,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,16+,,Female
5.229969405,1.189555911,3893,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,16+,,Female
5.688898937,0.8547413890000001,14173,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,16+,,Female
2.380509007,1.377012333,858,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,16+,,Female
13.47549109,5.24377482,407,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,25-34,,Female
15.73951697,6.6304639010000015,306,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,25-34,,Female
5.115615742,1.60170426,2633,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,25-34,,Female
7.101609565,7.098998543,100,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,25-34,,Female
7.11412116,4.231175606,481,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,35-44,,Female
7.213764866,5.067783124,380,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,35-44,,Female
6.043673685,2.503921312,2639,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,35-44,,Female
6.756570842,6.752536448,101,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,35-44,,Female
2.529920465,1.4624240119999998,751,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,45-54,,Female
3.176818341,1.836164572,601,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,45-54,,Female
2.31284024,0.865879416,2505,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,45-54,,Female
0.0,0.0,150,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,45-54,,Female
1.536094386,1.5342293969999998,841,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,55-64,,Female
1.903519309,1.900719311,687,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,55-64,,Female
1.584091614,0.852069266,2091,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,55-64,,Female
0.0,0.0,153,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,55-64,,Female
6.369008215,2.630873496,965,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,65-74,,Female
6.832917117,3.078662684,786,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,65-74,,Female
3.647612498,1.35854532,1907,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,65-74,,Female
4.442116122,4.442798533,178,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,65-74,,Female
4.413669025,2.267397957,1126,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,75+,,Female
5.018837748,2.577345491,989,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,75+,,Female
3.681043,1.560873155,1223,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,75+,,Female
0.0,0.0,136,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,75+,,Female
0.0,0.0,133,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,16-24,,Male
0.0,0.0,87,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,16-24,,Male
6.9101759970000005,2.826140669,1092,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,16-24,,Male
0.0,0.0,46,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,16-24,,Male
2.475596473,0.95451618,3797,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,16+,,Male
2.392232801,1.103209825,2871,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,16+,,Male
2.9153159210000004,0.635517205,12597,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,16+,,Male
2.713072705,1.913264744,923,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,16+,,Male
6.257298702999999,6.237787364,199,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,25-34,,Male
0.0,0.0,133,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,25-34,,Male
3.728514657,1.545376536,2064,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,25-34,,Male
18.17361945,18.02126066,66,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,25-34,,Male
7.37240065,5.177242166,358,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,35-44,,Male
10.30965342,7.21459729,260,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,35-44,,Male
0.259077674,0.259109122,2320,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,35-44,,Male
0.0,0.0,98,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,35-44,,Male
1.158962899,1.158966758,578,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,45-54,,Male
0.0,0.0,433,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,45-54,,Male
3.189082136,1.507917648,2348,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,45-54,,Male
4.407906661,4.408727584,144,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,45-54,,Male
4.332741648,3.056674005,749,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,55-64,,Male
5.7379826760000014,4.046004425,581,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,55-64,,Male
0.85506222,0.854537153,1959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,55-64,,Male
0.0,0.0,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,55-64,,Male
0.335590853,0.335746254,909,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,65-74,,Male
0.0,0.0,697,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,65-74,,Male
3.714079188,1.743072454,1791,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,65-74,,Male
1.383256815,1.3854675630000002,212,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,65-74,,Male
0.8723543359999999,0.8722792970000001,871,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stealth theft,,75+,,Male
1.154549497,1.154298657,680,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stealth theft,,75+,,Male
0.0,0.0,1023,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stealth theft,,75+,,Male
0.0,0.0,191,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stealth theft,,75+,,Male
67.01266682,30.15316532,317,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stranger violence,,16-24,,All adults
97.02820017,43.44850573,231,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stranger violence,,16-24,,All adults
25.5517064,5.125697338,2267,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stranger violence,,16-24,,All adults
0.0,0.0,86,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stranger violence,,16-24,,All adults
13.52061668,2.774232268,8552,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stranger violence,,16+,,All adults
15.51078832,3.522444075,6764,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stranger violence,,16+,,All adults
10.93045337,1.066088012,26770,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stranger violence,,16+,,All adults
6.7234179,2.334649917,1781,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stranger violence,,16+,,All adults
11.83309687,4.530745345,606,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stranger violence,,25-34,,All adults
9.655810049,4.37957383,439,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stranger violence,,25-34,,All adults
15.03950033,2.74361671,4697,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stranger violence,,25-34,,All adults
17.16420969,11.31272056,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stranger violence,,25-34,,All adults
17.24319644,6.103401764,839,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stranger violence,,35-44,,All adults
19.17714455,7.656850858999999,640,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stranger violence,,35-44,,All adults
10.03789304,1.957633387,4959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stranger violence,,35-44,,All adults
11.40475138,8.056242917,199,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stranger violence,,35-44,,All adults
19.61053749,6.573192937000001,1329,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stranger violence,,45-54,,All adults
20.76910898,7.982596761,1034,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stranger violence,,45-54,,All adults
10.15121142,2.063795457,4853,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stranger violence,,45-54,,All adults
15.77125769,10.15020436,294,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stranger violence,,45-54,,All adults
8.090677687000001,4.985283185,1590,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stranger violence,,55-64,,All adults
10.34148271,6.372997531,1268,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stranger violence,,55-64,,All adults
3.22497041,1.162118751,4050,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stranger violence,,55-64,,All adults
0.0,0.0,319,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stranger violence,,55-64,,All adults
5.452067132000001,3.155093785,1874,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stranger violence,,65-74,,All adults
5.943286509,3.954785081,1483,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stranger violence,,65-74,,All adults
1.7063080330000002,0.789413855,3698,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stranger violence,,65-74,,All adults
3.68247228,2.634930293,390,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stranger violence,,65-74,,All adults
1.091618654,0.634279904,1997,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stranger violence,,75+,,All adults
0.91540829,0.651075095,1669,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stranger violence,,75+,,All adults
0.578541048,0.409761048,2246,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stranger violence,,75+,,All adults
1.945357738,1.947225246,327,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stranger violence,,75+,,All adults
15.88245683,9.15312123,184,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stranger violence,,16-24,,Female
21.31374868,12.26302391,144,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stranger violence,,16-24,,Female
5.847400359,2.266058197,1175,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stranger violence,,16-24,,Female
0.0,0.0,40,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stranger violence,,16-24,,Female
5.866507698,1.329795179,4755,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stranger violence,,16+,,Female
5.866924824,1.49443771,3893,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stranger violence,,16+,,Female
3.679598729,0.631099665,14173,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stranger violence,,16+,,Female
5.902007575,2.991834409,858,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stranger violence,,16+,,Female
13.05347338,6.533487076,407,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stranger violence,,25-34,,Female
8.901888637999999,5.228456932,306,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stranger violence,,25-34,,Female
5.267532846,1.842557062,2633,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Stranger violence,,25-34,,Female
25.28557864,20.61971259,100,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Stranger violence,,25-34,,Female
7.5670115089999985,4.582457969,481,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Stranger violence,,35-44,,Female
6.251980271,4.755051377,380,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Stranger violence,,35-44,,Female
